10405	6
10505	42
00000	2
00000	5
00000	3
00000	40
10505	1
10505	1
10505	5
10505	8
00000	2
00000	6
00000	12
00000	2
00000	5
00000	4
00000	8
00000	10
00000	3
00000	8
00000	9
00000	0
00000	34
00000	15
00000	4
00000	6
10505	3
00000	2
00000	11
00000	16
00000	7
00000	4
00000	31
